team,season_end_year,srs,mov,net_rating,off_rating,def_rating,pace,w,l,win_pct
SAS,2021,-1.58,-1.74,-1.8,111.0,112.8,98.9,33.0,39.0,0.458
TOR,2021,-0.54,-0.47,-0.5,112.0,112.5,99.2,27.0,45.0,0.375
UTA,2021,8.97,9.25,9.3,117.6,108.3,98.5,52.0,20.0,0.722
WAS,2021,-1.85,-1.83,-1.8,111.2,113.0,104.1,34.0,38.0,0.472
ATL,2022,1.55,1.56,1.6,116.5,114.9,97.7,43.0,39.0,0.524
BKN,2022,0.82,0.78,0.8,113.6,112.8,99.0,44.0,38.0,0.537
BOS,2022,7.02,7.28,7.5,114.4,106.9,96.6,51.0,31.0,0.622
CHA,2022,0.53,0.44,0.4,114.1,113.7,100.0,43.0,39.0,0.524
CHI,2022,-0.38,-0.39,-0.4,113.2,113.6,98.3,46.0,36.0,0.561
CLE,2022,2.04,2.12,2.2,111.9,109.7,96.1,44.0,38.0,0.537
DAL,2022,3.12,3.3,3.4,112.8,109.4,95.4,52.0,30.0,0.634
DEN,2022,2.16,2.3,2.4,114.5,112.1,97.8,48.0,34.0,0.585
DET,2022,-7.36,-7.72,-7.8,106.0,113.8,98.4,23.0,59.0,0.28
GSW,2022,5.52,5.54,5.6,112.5,106.9,98.4,53.0,29.0,0.646
HOU,2022,-8.26,-8.48,-8.3,108.4,116.7,100.9,20.0,62.0,0.244
IND,2022,-3.26,-3.48,-3.5,112.6,116.1,98.0,25.0,57.0,0.305
LAC,2022,0.09,0.02,0.0,110.1,110.1,98.0,42.0,40.0,0.512
LAL,2022,-3.08,-3.05,-3.0,110.3,113.3,100.1,33.0,49.0,0.402
MEM,2022,5.37,5.68,5.6,114.6,109.0,100.3,56.0,26.0,0.683
MIA,2022,4.23,4.45,4.6,113.7,109.1,95.9,53.0,29.0,0.646
MIL,2022,3.22,3.35,3.3,115.1,111.8,99.9,51.0,31.0,0.622
MIN,2022,2.53,2.63,2.6,114.3,111.7,100.9,46.0,36.0,0.561
NOP,2022,-0.84,-0.99,-1.0,112.0,113.0,97.2,36.0,46.0,0.439
NYK,2022,-0.01,-0.12,-0.1,110.4,110.5,95.9,37.0,45.0,0.451
OKC,2022,-7.9,-8.1,-8.2,104.6,112.8,98.6,24.0,58.0,0.293
ORL,2022,-7.67,-8.0,-8.0,104.5,112.5,99.2,22.0,60.0,0.268
PHI,2022,2.57,2.61,2.7,113.5,110.8,96.2,51.0,31.0,0.622
PHX,2022,6.94,7.5,7.5,114.8,107.3,99.8,64.0,18.0,0.78
POR,2022,-8.55,-8.88,-9.1,107.8,116.9,98.3,27.0,55.0,0.329
SAC,2022,-5.26,-5.46,-5.4,109.9,115.3,99.8,30.0,52.0,0.366
SAS,2022,0.02,0.12,0.1,112.4,112.3,100.0,34.0,48.0,0.415
TOR,2022,2.38,2.29,2.4,112.9,110.5,96.0,48.0,34.0,0.585
UTA,2022,5.67,6.04,6.2,116.7,110.5,97.1,49.0,33.0,0.598
WAS,2022,-3.23,-3.38,-3.4,111.1,114.5,97.0,35.0,47.0,0.427
ATL,2023,0.32,0.29,0.3,116.6,116.3,100.7,41.0,41.0,0.5
BKN,2023,1.03,0.85,0.9,115.0,114.1,98.3,45.0,37.0,0.549
BOS,2023,6.38,6.52,6.5,118.0,111.5,98.5,57.0,25.0,0.695
CHA,2023,-5.89,-6.24,-6.1,109.2,115.3,100.8,27.0,55.0,0.329
CHI,2023,1.37,1.29,1.3,113.5,112.2,98.5,40.0,42.0,0.488
CLE,2023,5.23,5.38,5.5,116.1,110.6,95.7,51.0,31.0,0.622
DAL,2023,-0.14,0.07,0.1,116.8,116.7,96.6,38.0,44.0,0.463
DEN,2023,3.04,3.33,3.4,117.6,114.2,98.1,53.0,29.0,0.646
DET,2023,-7.73,-8.22,-8.2,110.7,118.9,99.0,17.0,65.0,0.207
GSW,2023,1.66,1.8,1.7,116.1,114.4,101.6,44.0,38.0,0.537
HOU,2023,-7.62,-7.85,-7.9,111.4,119.3,99.0,22.0,60.0,0.268
IND,2023,-2.91,-3.18,-3.1,114.6,117.7,101.1,35.0,47.0,0.427
LAC,2023,0.31,0.5,0.5,115.0,114.5,98.0,44.0,38.0,0.537
LAL,2023,0.43,0.57,0.6,114.5,113.9,101.3,43.0,39.0,0.524
MEM,2023,3.6,3.94,3.9,115.1,111.2,101.1,51.0,31.0,0.622
MIA,2023,-0.13,-0.32,-0.3,113.0,113.3,96.3,44.0,38.0,0.537
MIL,2023,3.61,3.63,3.5,115.4,111.9,100.5,58.0,24.0,0.707
MIN,2023,-0.22,-0.04,-0.1,113.7,113.8,101.0,42.0,40.0,0.512
NOP,2023,1.63,1.89,1.9,114.4,112.5,99.1,42.0,40.0,0.512
NYK,2023,2.99,2.93,3.0,117.8,114.8,97.1,47.0,35.0,0.573
OKC,2023,0.96,1.09,1.0,115.2,114.2,101.1,40.0,42.0,0.488
ORL,2023,-2.39,-2.56,-2.6,111.6,114.2,99.3,34.0,48.0,0.415
PHI,2023,4.37,4.32,4.4,117.7,113.3,96.9,54.0,28.0,0.658
PHX,2023,2.08,2.07,2.1,115.1,113.0,98.2,45.0,37.0,0.549
POR,2023,-3.96,-4.01,-4.0,114.8,118.8,98.6,33.0,49.0,0.402
SAC,2023,2.3,2.65,2.6,119.4,116.8,100.3,48.0,34.0,0.585
SAS,2023,-9.82,-10.04,-9.8,110.2,120.0,101.6,22.0,60.0,0.268
TOR,2023,1.59,1.48,1.5,115.5,114.0,97.1,41.0,41.0,0.5
UTA,2023,-1.03,-0.94,-0.9,115.8,116.7,100.5,37.0,45.0,0.451
WAS,2023,-1.06,-1.21,-1.2,114.4,115.6,98.6,35.0,47.0,0.427
ATL,2024,-2.38,-2.18,-2.2,117.2,119.4,100.1,36.0,46.0,0.439
BKN,2024,-3.02,-2.89,-2.9,113.2,116.1,96.9,32.0,50.0,0.39
BOS,2024,10.75,11.34,11.6,123.2,111.6,97.2,64.0,18.0,0.78
CHA,2024,-10.12,-10.24,-10.5,109.3,119.8,97.3,21.0,61.0,0.256
CHI,2024,-1.77,-1.44,-1.4,114.9,116.3,96.3,39.0,43.0,0.476
CLE,2024,1.98,2.41,2.5,115.2,112.7,97.2,48.0,34.0,0.585
DAL,2024,2.3,2.21,2.2,117.6,115.4,100.1,50.0,32.0,0.61
DEN,2024,5.23,5.26,5.5,118.5,113.0,96.8,57.0,25.0,0.695
DET,2024,-9.06,-9.11,-9.1,109.7,118.8,99.8,14.0,68.0,0.171
GSW,2024,2.77,2.61,2.6,117.8,115.2,99.2,46.0,36.0,0.561
HOU,2024,1.24,1.12,1.1,114.5,113.4,99.0,41.0,41.0,0.5
IND,2024,2.75,3.05,3.0,121.0,118.0,101.7,47.0,35.0,0.573
LAC,2024,3.41,3.28,3.4,118.8,115.4,97.2,51.0,31.0,0.622
LAL,2024,1.07,0.6,0.6,115.9,115.3,100.9,47.0,35.0,0.573
MEM,2024,-6.57,-7.0,-7.1,107.2,114.3,98.2,27.0,55.0,0.329
MIA,2024,1.1,1.76,1.8,114.0,112.2,96.2,46.0,36.0,0.561
MIL,2024,2.44,2.62,2.6,118.4,115.8,99.9,49.0,33.0,0.598
MIN,2024,6.39,6.45,6.6,115.6,109.0,97.1,56.0,26.0,0.683
NOP,2024,4.46,4.41,4.5,117.4,112.9,97.9,49.0,33.0,0.598
NYK,2024,4.36,4.59,4.8,118.2,113.4,95.2,50.0,32.0,0.61
OKC,2024,7.36,7.41,7.4,119.5,112.1,99.8,57.0,25.0,0.695
ORL,2024,1.48,2.02,2.1,113.4,111.3,96.9,47.0,35.0,0.573
PHI,2024,2.51,3.05,3.1,116.9,113.8,97.5,47.0,35.0,0.573
PHX,2024,3.08,3.06,3.0,117.6,114.6,98.3,49.0,33.0,0.598
POR,2024,-8.29,-9.02,-9.2,108.3,117.5,97.2,21.0,61.0,0.256
SAC,2024,2.29,1.74,1.7,116.9,115.2,98.8,46.0,36.0,0.561
SAS,2024,-5.8,-6.49,-6.4,110.0,116.4,101.1,22.0,60.0,0.268
TOR,2024,-6.45,-6.44,-6.5,112.3,118.8,99.4,25.0,57.0,0.305
UTA,2024,-4.22,-4.89,-4.9,115.5,120.4,99.5,31.0,51.0,0.378
WAS,2024,-9.29,-9.29,-9.1,110.5,119.6,102.7,15.0,67.0,0.183
ATL,2025,-1.41,-1.13,-1.1,114.6,115.7,102.6,40.0,42.0,0.488
BKN,2025,-6.95,-7.11,-7.3,108.5,115.8,96.4,26.0,56.0,0.317
BOS,2025,8.28,9.11,9.5,120.6,111.1,95.7,61.0,21.0,0.744
CHA,2025,-9.1,-9.11,-9.3,107.3,116.6,97.6,19.0,63.0,0.232
CHI,2025,-1.83,-1.56,-1.5,114.1,115.6,102.8,39.0,43.0,0.476
CLE,2025,8.81,9.54,9.5,121.7,112.2,99.8,64.0,18.0,0.78
DAL,2025,-0.74,-1.2,-1.2,114.8,116.0,99.2,39.0,43.0,0.476
DEN,2025,3.97,3.89,3.9,119.9,116.0,99.8,50.0,32.0,0.61
DET,2025,1.73,1.9,1.9,115.0,113.1,99.8,44.0,38.0,0.537
GSW,2025,3.56,3.3,3.3,115.0,111.7,98.7,48.0,34.0,0.585
HOU,2025,4.97,4.51,4.5,115.3,110.8,98.6,52.0,30.0,0.634
IND,2025,1.68,2.23,2.2,116.5,114.3,99.9,50.0,32.0,0.61
LAC,2025,4.84,4.66,4.8,115.1,110.3,97.5,50.0,32.0,0.61
LAL,2025,1.45,1.22,1.2,115.9,114.7,97.6,50.0,32.0,0.61
MEM,2025,4.79,4.85,4.7,117.7,113.0,103.3,48.0,34.0,0.585
MIA,2025,0.11,0.56,0.6,113.5,112.9,96.2,37.0,45.0,0.451
MIL,2025,2.12,2.48,2.5,115.9,113.4,99.3,48.0,34.0,0.585
MIN,2025,5.15,5.0,5.1,116.6,111.5,97.3,49.0,33.0,0.598
NOP,2025,-8.59,-9.43,-9.5,110.4,119.9,99.1,21.0,61.0,0.256
NYK,2025,3.59,4.1,4.2,118.5,114.3,96.7,51.0,31.0,0.622
OKC,2025,12.7,12.87,12.8,120.3,107.5,100.0,68.0,14.0,0.829
ORL,2025,-0.7,-0.12,-0.2,109.4,109.6,96.1,41.0,41.0,0.5
PHI,2025,-6.29,-6.23,-6.3,111.9,118.2,97.4,24.0,58.0,0.293
PHX,2025,-2.55,-3.0,-3.1,116.2,119.3,97.1,36.0,46.0,0.439
POR,2025,-2.67,-2.98,-3.0,111.7,114.7,98.8,36.0,46.0,0.439
SAC,2025,0.58,0.48,0.5,116.7,116.2,98.2,40.0,42.0,0.488
SAS,2025,-2.45,-2.76,-2.8,114.4,117.2,99.3,34.0,48.0,0.415
TOR,2025,-4.4,-4.29,-4.3,110.5,114.8,99.7,30.0,52.0,0.366
UTA,2025,-8.51,-9.34,-9.2,111.2,120.4,100.0,17.0,65.0,0.207
WAS,2025,-12.14,-12.44,-12.3,106.8,119.1,100.9,18.0,64.0,0.22
